公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
002294,信立泰,深圳信立泰药业股份有限公司,"Shenzhen Salubris Pharmaceuticals Co.,Ltd",广东省深圳市福田区深南大道6009号车公庙绿景广场主楼37层,2294,信立泰,2009/9/10,"653,760,000","286,984,620",,,,0,0,华南,广东,深圳市,C 制造业,www.salubris.cn
002295,精艺股份,广东精艺金属股份有限公司,"Guangdong Jingyi Metal Co.,Ltd.",广东省佛山市顺德区北滘镇西海工业区,2295,精艺股份,2009/9/29,"211,800,000","181,363,370",,,,0,0,华南,广东,佛山市,C 制造业,www.jingyimetal.com
002296,辉煌科技,河南辉煌科技股份有限公司,"HeNan Splendor Science&Technology Co.,Ltd.",河南省郑州市高新技术产业开发区科学大道74号,2296,辉煌科技,2009/9/29,"221,562,600","77,093,628",,,,0,0,华中,河南,郑州市,C 制造业,www.hhkj.cn
002297,博云新材,湖南博云新材料股份有限公司,"HUNAN BOYUN NEW MATERIALS Co.,Ltd.",湖南省长沙市岳麓区高新技术产业开发区麓松路500号,2297,博云新材,2009/9/29,"398,821,011","212,370,000",,,,0,0,华中,湖南,长沙市,C 制造业,www.hnboyun.com.cn
002298,鑫龙电器,安徽鑫龙电器股份有限公司,"ANHUI XINLONG ELECTRICAL CO.,LTD.",安徽省芜湖市经济技术开发区电器部件工业园(九华北路118号),2298,鑫龙电器,2009/9/29,"413,848,300","348,946,691",,,,0,0,华东,安徽,芜湖市,C 制造业,www.ah-xinlong.com
002299,圣农发展,福建圣农发展股份有限公司,"Fujian Sunner Development Co., Ltd.",福建省光泽县十里铺圣农总部办公大楼,2299,圣农发展,2009/10/21,"910,900,000","899,115,561",,,,0,0,华东,福建,南平市,A 农林牧渔,www.sunnercn.com
002300,太阳电缆,福建南平太阳电缆股份有限公司,"Fujian Nanping Sun Cable CO.,LTD.",福建省南平市工业路102号,2300,太阳电缆,2009/10/21,"452,250,000","451,617,540",,,,0,0,华东,福建,南平市,C 制造业,www.npcable.com
002301,齐心文具,深圳市齐心文具股份有限公司,"SHENZHEN COMIX STATIONERY CO.,LTD.",广东省深圳市福田区福虹路世贸广场A幢17楼05-06号,2301,齐心文具,2009/10/21,"379,329,322","341,199,998",,,,0,0,华南,广东,深圳市,C 制造业,www.comix.com.cn
002302,西部建设,中建西部建设股份有限公司,"China West Construction Group Co.,ltd",新疆维吾尔自治区乌鲁木齐市经济技术开发区泰山路268号,2302,西部建设,2009/11/3,"516,117,025","270,913,293",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,cwcg.cscec.com
002303,美盈森,深圳市美盈森环保科技股份有限公司,Shenzhen MYS Environmental Protection & Technology Company Ltd.,广东省深圳市光明新区光明新陂头村美盈森厂区A栋,2303,美盈森,2009/11/3,"715,200,000","360,148,380",,,,0,0,华南,广东,深圳市,C 制造业,www.szmys.com
002304,洋河股份,江苏洋河酒厂股份有限公司,"Jiangsu Yanghe Brewery Joint-Stock Co.,Ltd.",江苏省宿迁市洋河镇中大街118号,2304,洋河股份,2009/11/6,"1,076,420,000","879,259,231",,,,0,0,华东,江苏,宿迁市,C 制造业,www.chinayanghe.com
002305,南国置业,武汉南国置业股份有限公司,"WUHAN LANGOLD REAL ESTATE CO.,LTD.",湖北省武汉市武昌区南湖中央花园会所,2305,南国置业,2009/11/6,"966,453,490","660,649,604",,,,0,0,华中,湖北,武汉市,K 房地产,www.langold.com.cn
002306,湘鄂情,北京湘鄂情集团股份有限公司,"Beijing Xiangeqing Group Co.,ltd.",北京市海淀区定慧寺甲2号一层、二层,2306,湘鄂情,2009/11/11,"800,000,000","650,093,000",,,,0,0,华北,北京,北京市,H 住宿餐饮,www.xeq.com.cn
002307,北新路桥,新疆北新路桥集团股份有限公司,"Xinjiang Beixin Road & Bridge Group Co., Ltd.",新疆维吾尔自治区乌鲁木齐市高新区高新街217号盈科广场A座16-17层,2307,北新路桥,2009/11/11,"557,327,160","557,313,120",,,,0,0,西北,新疆,乌鲁木齐市,E 建筑业,www.xjbxlq.com
002308,威创股份,广东威创视讯科技股份有限公司,VTRON TECHNOLOGIES LTD.,广东省广州高新技术产业开发区科珠路233号,2308,威创股份,2009/11/27,"835,591,560","835,506,360",,,,0,0,华南,广东,广州市,C 制造业,www.vtron.com
002309,中利科技,中利科技集团股份有限公司,"Zhongli Science And Technology Group Co.,Ltd",江苏省常熟东南经济开发区,2309,中利科技,2009/11/27,"568,292,308","271,908,260",,,,0,0,华东,江苏,苏州市,C 制造业,www.zhongli.com
002310,东方园林,北京东方园林股份有限公司,"Beijing Orient Landscape Co.,Ltd.",北京市朝阳区酒仙桥北路甲10号院104号楼,2310,东方园林,2009/11/27,"1,003,885,269","452,695,365",,,,0,0,华北,北京,北京市,E 建筑业,www.orientscape.com
002311,海大集团,广东海大集团股份有限公司,"Guangdong Haid Group Co.,Limited",广东省广州市番禺区南村镇南村村北大街18号之六,2311,海大集团,2009/11/27,"1,069,997,380","1,000,909,260",,,,0,0,华南,广东,广州市,C 制造业,www.haid.com.cn
002312,三泰电子,成都三泰电子实业股份有限公司,"Chengdu Santai Electronics Industry Co.,Ltd.",四川省成都市金牛区高科技产业园区蜀西路42号,2312,三泰电子,2009/12/3,"369,631,383","254,347,311",,,,0,0,西南,四川,成都市,C 制造业,www.isantai.com
002313,日海通讯,深圳日海通讯技术股份有限公司,"Sunsea Telecommunications Co.,Ltd.",广东省深圳市南山区科苑路清华信息港综合楼一层107号,2313,日海通讯,2009/12/3,"312,000,000","234,975,000",,,,0,0,华南,广东,深圳市,C 制造业,www.sunseagroup.com
002314,雅致股份,雅致集成房屋（集团）股份有限公司,"YAHGEE MODULAR HOUSE（GROUP） CO.,LTD.",广东省深圳市南山区高新区南区科技南十二路007号九洲电器大厦五楼A室,2314,雅致股份,2009/12/3,"580,000,000","579,774,600",,,,0,0,华南,广东,深圳市,E 建筑业,www.szyazhi.com
002315,焦点科技,焦点科技股份有限公司,"Focus Technology Co.,Ltd.",江苏省南京市高新开发区星火路软件大厦A座12F,2315,焦点科技,2009/12/9,"117,500,000","60,214,488",,,,0,0,华东,江苏,南京市,I 信息技术,www.focuschina.com
002316,键桥通讯,深圳键桥通讯技术股份有限公司,"SHENZHEN KEYBRIDGE COMMUNICATIONS CO.,LTD.",广东省深圳市南山区深南路高新技术工业村R3A-6层,2316,键桥通讯,2009/12/9,"393,120,000","392,662,725",,,,0,0,华南,广东,深圳市,I 信息技术,www.keybridge.com.cn
002317,众生药业,广东众生药业股份有限公司,"Guangdong Zhongsheng Pharmaceutical Co.,Ltd.",广东省东莞市石龙镇西湖工业区信息产业园,2317,众生药业,2009/12/11,"368,718,000","228,793,914",,,,0,0,华南,广东,东莞市,C 制造业,www.zspcl.com
002318,久立特材,浙江久立特材科技股份有限公司,"Zhejiang JIULI Hi-tech Metals Co.,Ltd.",浙江省湖州市双林镇镇西,2318,久立特材,2009/12/11,"312,000,000","297,838,396",,,,0,0,华东,浙江,湖州市,C 制造业,www.jiuli.com
002319,乐通股份,珠海市乐通化工股份有限公司,"LETONG CHEMICAL CO.,LTD.",广东省珠海市金鼎官塘乐通工业园,2319,乐通股份,2009/12/11,"200,000,000","199,795,388",,,,0,0,华南,广东,珠海市,C 制造业,www.letongink.com
002320,海峡股份,海南海峡航运股份有限公司,"HAINAN STRAIT SHIPPING CO.,LTD.",海南省海口市滨海大道157号港航大厦14楼,2320,海峡股份,2009/12/16,"425,880,000","425,876,106",,,,0,0,华南,海南,海口市,G 运输仓储,www.hnss.net.cn
002321,华英农业,河南华英农业发展股份有限公司,"Henan Huaying Agricultural Development Co., Ltd.",河南省潢川县跃进东路308号,2321,华英农业,2009/12/16,"425,800,000","423,458,376",,,,0,0,华中,河南,信阳市,A 农林牧渔,www.hua-ying.com
002322,理工监测,宁波理工监测科技股份有限公司,"Ningbo Ligong Online Monitoring Technology Co.,Ltd",浙江省宁波市保税区曹娥江路22号,2322,理工监测,2009/12/18,"282,520,000","260,278,640",,,,0,0,华东,浙江,宁波市,C 制造业,www.lgom.com.cn
002323,中联电气,江苏中联电气股份有限公司,"JiangSu ZhongLian Electric Co.,Ltd",江苏省盐城市青年西路88号,2323,中联电气,2009/12/18,"107,588,000","83,501,600",,,,0,0,华东,江苏,盐城市,C 制造业,www.zl-electronic.com
002324,普利特,上海普利特复合材料股份有限公司,"SHANGHAI PRET COMPOSITES CO.,LTD.",上海市四平路421弄20号2楼,2324,普利特,2009/12/18,"270,000,000","155,826,563",,,,0,0,华东,上海,上海市,C 制造业,www.pret.com.cn
002325,洪涛股份,深圳市洪涛装饰股份有限公司,"SHENZHEN HONGTAO DECORATION CO.,LTD.",广东省深圳市罗湖区泥岗西洪涛路17号,2325,洪涛股份,2009/12/22,"705,562,991","493,708,052",,,,0,0,华南,广东,深圳市,E 建筑业,www.szhongtao.cn
002326,永太科技,浙江永太科技股份有限公司,"Zhejiang Yongtai Technology Co.,Ltd.",浙江省化学原料药基地临海园区,2326,永太科技,2009/12/22,"244,024,000","144,753,669",,,,0,0,华东,浙江,台州市,C 制造业,www.yongtaitech.com
002327,富安娜,深圳市富安娜家居用品股份有限公司,"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd.",广东省深圳市南山区创业南油大道西路自行车加工厂1栋,2327,富安娜,2009/12/30,"426,893,793","220,648,485",,,,0,0,华南,广东,深圳市,C 制造业,www.fuanna.com.cn
002328,新朋股份,上海新朋实业股份有限公司,"SHANGHAI XINPENG INDUSTRY CO.,LTD.",上海市青浦区华新镇华隆路1698号,2328,新朋股份,2009/12/30,"450,000,000","327,506,383",,,,0,0,华东,上海,上海市,C 制造业,www.xinpeng.com
002329,皇氏乳业,广西皇氏甲天下乳业股份有限公司,"Guangxi Royal Dairy Co., Ltd.",广西壮族自治区南宁市科园大道66号,2329,皇氏乳业,2010/1/6,"214,000,000","144,990,250",,,,0,0,华南,广西,南宁市,C 制造业,www.gxhsry.com
002330,得利斯,山东得利斯食品股份有限公司,"Shandong Delisi Food Co.,Ltd.",山东省诸城市昌城镇驻地,2330,得利斯,2010/1/6,"502,000,000","372,280,000",,,,0,0,华东,山东,潍坊市,C 制造业,www.delisi.com.cn
002331,皖通科技,安徽皖通科技股份有限公司,"Anhui Wantong Technology Co.,Ltd.",安徽省合肥市高新区皖水路589号,2331,皖通科技,2010/1/6,"214,256,620","135,532,801",,,,0,0,华东,安徽,合肥市,I 信息技术,www.wantong-tech.net
002332,仙琚制药,浙江仙琚制药股份有限公司,"ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD.",浙江省仙居县仙药路1号,2332,仙琚制药,2010/1/12,"512,100,000","456,131,232",,,,0,0,华东,浙江,台州市,C 制造业,www.xjpharma.com
002333,罗普斯金,苏州罗普斯金铝业股份有限公司,"Suzhou Lopsking Aluminum CO., Ltd.",江苏省苏州市相城区黄埭镇潘阳工业园内,2333,罗普斯金,2010/1/12,"251,301,800","242,484,860",,,,0,0,华东,江苏,苏州市,C 制造业,www.lpsk.com.cn
002334,英威腾,深圳市英威腾电气股份有限公司,"SHENZHEN INVT ELECTRIC CO., LTD.",广东省深圳市南山区龙井高发科技工业园4号厂房,2334,英威腾,2010/1/13,"356,278,500","248,689,236",,,,0,0,华南,广东,深圳市,C 制造业,www.invt.com.cn
002335,科华恒盛,厦门科华恒盛股份有限公司,"XIAMEN KEHUA HENGSHENG CO., LTD.",福建省厦门市火炬高新区火炬园光业楼第三层东单元,2335,科华恒盛,2010/1/13,"219,775,500","182,863,760",,,,0,0,华东,福建,厦门市,C 制造业,www.kehua.com.cn
002336,人人乐,人人乐连锁商业集团股份有限公司,"RENRENLE COMMERCIAL GROUP CO.,LTD.",广东省深圳市南山区前海路心语家园裙楼二层,2336,人人乐,2010/1/13,"400,000,000","400,000,000",,,,0,0,华南,广东,深圳市,F 批发零售,www.renrenle.cn
002337,赛象科技,天津赛象科技股份有限公司,"TIANJIN SAIXIANG TECHNOLOGY CO.,LTD",天津市华苑新技术产业园区(环外)海泰发展四道9号,2337,赛象科技,2010/1/15,"198,200,000","186,632,500",,,,0,0,华北,天津,天津市,C 制造业,www.chinarpm.com
002338,奥普光电,长春奥普光电技术股份有限公司,"Changchun Up Optotech Co., Ltd.",吉林省长春市经济技术开发区营口路588号,2338,奥普光电,2010/1/15,"120,000,000","118,639,454",,,,0,0,东北,吉林,长春市,C 制造业,www.up-china.com
002339,积成电子,积成电子股份有限公司,"Integrated Electronic Systems Lab Co. , Ltd.",山东省济南市科航路1677号,2339,积成电子,2010/1/22,"378,896,000","284,142,500",,,,0,0,华东,山东,济南市,C 制造业,www.ieslab.com.cn
002340,格林美,深圳市格林美高新技术股份有限公司,"Shenzhen Green Eco-manufacture Hi-tech Co.,Ltd.",广东省深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦A栋20层2008号房,2340,格林美,2010/1/22,"923,840,167","753,449,717",,,,0,0,华南,广东,深圳市,C 制造业,www.gemchina.com
002341,新纶科技,深圳市新纶科技股份有限公司,"SHENZHEN SELEN SCIENCE & TECHNOLOGY CO.,LTD.",广东省深圳市南山区麒麟路1号南山知识服务大楼314-315室,2341,新纶科技,2010/1/22,"373,440,000","250,852,000",,,,0,0,华南,广东,深圳市,C 制造业,www.szselen.com
002342,巨力索具,巨力索具股份有限公司,"JULI SLING CO.,LTD.",河北省保定市徐水县巨力路,2342,巨力索具,2010/1/26,"960,000,000","786,325,000",,,,0,0,华北,河北,保定市,C 制造业,www.julisling.com
002343,禾欣股份,浙江禾欣实业集团股份有限公司,"ZHEJIANG HEXIN INDUSTRY GROUP Co.,Ltd",浙江省嘉兴市城东路435号,2343,禾欣股份,2010/1/26,"198,120,000","143,609,513",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.hexin-puleather.com
002344,海宁皮城,海宁中国皮革城股份有限公司,"Haining China Leather Market Co.,Ltd",浙江省海宁市海州西路201号,2344,海宁皮城,2010/1/26,"1,120,000,000","1,099,709,725",,,,0,0,华东,浙江,嘉兴市,L 商务服务,www.zgpgc.com
002345,潮宏基,广东潮宏基实业股份有限公司,"GUANGDONG CHJ INDUSTRY CO., LTD.",广东省汕头市龙湖区龙新工业区龙新五街四号1-4楼,2345,潮宏基,2010/1/28,"422,555,600","359,760,000",,,,0,0,华南,广东,汕头市,C 制造业,www.chjchina.com
002346,柘中建设,上海柘中建设股份有限公司,"Shanghai Zhezhong Construction Co.,Ltd",上海市奉贤区浦卫公路50号,2346,柘中建设,2010/1/28,"270,000,000","70,000,000",,,,0,0,华东,上海,上海市,C 制造业,www.ch-zzcc.com
002347,泰尔重工,泰尔重工股份有限公司,"Taier Heavy Industry Co., Ltd.",安徽省马鞍山市经济技术开发区超山路669号,2347,泰尔重工,2010/1/28,"195,827,197","103,401,310",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.taiergroup.com
002348,高乐股份,广东高乐玩具股份有限公司,"Goldlok Toys Holdings (GuangDong) Co.,Ltd",广东省普宁市占陇加工区振如大厦,2348,高乐股份,2010/2/3,"473,600,000","337,664,000",,,,0,0,华南,广东,揭阳市,C 制造业,www.goldlok.com
002349,精华制药,精华制药集团股份有限公司,"NANTONG JINGHUA PHARMACEUTICAL CO., LTD.",江苏省南通市港闸经济开发区兴泰路9号,2349,精华制药,2010/2/3,"200,000,000","197,379,058",,,,0,0,华东,江苏,南通市,C 制造业,www.ntjhzy.com
002350,北京科锐,北京科锐配电自动化股份有限公司,"Beijing Creative Distribution Automation Co.,LTD",北京市海淀区上地创业路8号3号楼4层,2350,北京科锐,2010/2/3,"218,280,000","218,216,250",,,,0,0,华北,北京,北京市,C 制造业,www.creat-da.com.cn
002351,漫步者,深圳市漫步者科技股份有限公司,"Edifier Technology Co.,Ltd.",广东省深圳市光明新区公明街道别墅路公明商会大厦301,2351,漫步者,2010/2/5,"294,000,000","124,398,075",,,,0,0,华南,广东,深圳市,C 制造业,www.edifier.com;www.manbuzhe.com
002352,鼎泰新材,马鞍山鼎泰稀土新材料股份有限公司,"Maanshan Dingtai Rare Earth & New Material Co., Ltd.",安徽省马鞍山市当涂工业园,2352,鼎泰新材,2010/2/5,"77,830,780","38,392,304",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.dingtaicn.com
002353,杰瑞股份,烟台杰瑞石油服务集团股份有限公司,"Yantai Jereh Oilfield Services Group Co., Ltd.",山东省烟台市莱山区杰瑞路5号,2353,杰瑞股份,2010/2/5,"959,884,486","532,174,001",,,,0,0,华东,山东,烟台市,C 制造业,www.jereh.com
002354,科冕木业,大连科冕木业股份有限公司,"Dalian Kemian Wood Industry Co., Ltd.",辽宁省大连庄河市经济开发区,2354,科冕木业,2010/2/9,"93,500,000","65,312,500",,,,0,0,东北,辽宁,大连市,C 制造业,www.kemianwood.com
002355,兴民钢圈,山东兴民钢圈股份有限公司,"Shandong Xingmin Wheel Co., Ltd.",山东省龙口市龙口经济开发区,2355,兴民钢圈,2010/2/9,"513,700,050","339,647,026",,,,0,0,华东,山东,烟台市,C 制造业,www.xingmin.com
002356,浩宁达,深圳浩宁达仪表股份有限公司,"Shenzhen Haoningda Meters Co.,LTD.",广东省深圳市南山区侨香路东方科技园华科大厦六楼,2356,浩宁达,2010/2/9,"80,000,000","80,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.szhnd.com
002357,富临运业,四川富临运业集团股份有限公司,"Sichuan Fulin Transportation Group CO., LTD.",四川省绵阳市绵州大道北段98号,2357,富临运业,2010/2/10,"195,930,648","194,728,537",,,,0,0,西南,四川,绵阳市,G 运输仓储,www.scflyy.cn
002358,森源电气,河南森源电气股份有限公司,"Henan Senyuan Electric Co.,Ltd",河南省长葛市魏武路南段西侧,2358,森源电气,2010/2/10,"397,797,744","150,732,352",,,,0,0,华中,河南,许昌市,C 制造业,www.hnsyec.com
002359,齐星铁塔,山东齐星铁塔科技股份有限公司,"SHANDONG QIXING IRON TOWER CO., LTD.",山东省邹平县开发区会仙二路,2359,齐星铁塔,2010/2/10,"416,800,000","350,288,094",,,,0,0,华东,山东,滨州市,C 制造业,www.qxtt.cn
002360,同德化工,山西同德化工股份有限公司,"SHANXI TOND CHEMICAL CO.,LTD.",山西省河曲县文笔镇焦尾城大茂口,2360,同德化工,2010/3/3,"391,512,600","230,591,444",,,,0,0,华北,山西,忻州市,C 制造业,www.tondchem.com
002361,神剑股份,安徽神剑新材料股份有限公司,"Anhui Shenjian New Materials Co.,Ltd",安徽省芜湖经济技术开发区桥北工业园保顺路8号,2361,神剑股份,2010/3/3,"320,000,000","193,282,000",,,,0,0,华东,安徽,芜湖市,C 制造业,www.shen-jian.com
002362,汉王科技,汉王科技股份有限公司,"Hanwang Technology Co.,Ltd.",北京市海淀区东北旺西路8号5号楼三层,2362,汉王科技,2010/3/3,"214,102,792","175,508,766",,,,0,0,华北,北京,北京市,C 制造业,www.hanwang.com.cn
002363,隆基机械,山东隆基机械股份有限公司,"SHANDONG LONGJI MACHINERY CO.,LTD.",山东省龙口市外向型经济开发区,2363,隆基机械,2010/3/5,"298,800,000","298,669,125",,,,0,0,华东,山东,烟台市,C 制造业,www.longjigroup.cn
002364,中恒电气,杭州中恒电气股份有限公司,"HANGZHOU ZHONGHENG ELECTRIC Co., Ltd.",浙江省杭州市高新区之江科技工业园东信大道69号,2364,中恒电气,2010/3/5,"254,137,190","198,320,547",,,,0,0,华东,浙江,杭州市,C 制造业,www.hzzh.com
002365,永安药业,潜江永安药业股份有限公司,"QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD.",湖北省潜江市泽口经济开发区竹泽路16号,2365,永安药业,2010/3/5,"187,000,000","138,348,500",,,,0,0,华中,湖北,潜江市,C 制造业,www.chinataurine.com
002366,丹甫股份,四川丹甫制冷压缩机股份有限公司,"SICHUAN DANFU COMPRESSOR CO.,LTD",四川省青神县黑龙镇,2366,丹甫股份,2010/3/12,"133,500,000","106,310,456",,,,0,0,西南,四川,眉山市,C 制造业,www.scdanfu.cn
002367,康力电梯,康力电梯股份有限公司,"CANNY ELEVATOR CO., LTD.",江苏省汾湖高新技术产业开发区康力大道888号,2367,康力电梯,2010/3/12,"739,213,624","445,187,338",,,,0,0,华东,江苏,苏州市,C 制造业,www.canny-elevator.com
002368,太极股份,太极计算机股份有限公司,Taiji Computer Corporation Limited,北京市海淀区北四环中路211号,2368,太极股份,2010/3/12,"274,411,744","228,057,705",,,,0,0,华北,北京,北京市,I 信息技术,www.taiji.com.cn
002369,卓翼科技,深圳市卓翼科技股份有限公司,"SHENZHEN ZOWEE TECHNOLOGY CO.,LTD",广东省深圳市南山区西丽民企科技工业园5栋,2369,卓翼科技,2010/3/16,"491,981,000","350,936,100",,,,0,0,华南,广东,深圳市,C 制造业,www.zowee.com.cn
002370,亚太药业,浙江亚太药业股份有限公司,"Zhejiang Yatai Pharmaceutical Co.,Ltd.",浙江省绍兴市柯桥区云集路1152号,2370,亚太药业,2010/3/16,"204,000,000","144,179,225",,,,0,0,华东,浙江,绍兴市,C 制造业,www.ytyaoye.com
002371,七星电子,北京七星华创电子股份有限公司,"Beijing Sevenstar Electronics Co.,Ltd.",北京市朝阳区酒仙桥东路1号,2371,七星电子,2010/3/16,"352,200,000","332,814,460",,,,0,0,华北,北京,北京市,C 制造业,www.sevenstar.com.cn
002372,伟星新材,浙江伟星新型建材股份有限公司,"Zhejiang Weixing New Building Materials Co.,Ltd.",浙江省临海经济开发区,2372,伟星新材,2010/3/18,"438,386,000","384,948,200",,,,0,0,华东,浙江,台州市,C 制造业,www.china-pipes.com
002373,千方科技,北京千方科技股份有限公司,"China TransInfo Technology Co., Ltd",北京市海淀区学院路39号1幢唯实大厦901A室,2373,千方科技,2010/3/18,"505,507,719","134,579,260",,,,0,0,华北,北京,北京市,I 信息技术,www.ctfo.com
002374,丽鹏股份,山东丽鹏股份有限公司,"SHANDONG LIPENG CO.,LTD",山东省烟台市牟平区姜格庄街道办事处丽鹏路1号,2374,丽鹏股份,2010/3/18,"191,409,229","150,394,849",,,,0,0,华东,山东,烟台市,C 制造业,www.lp.com.cn
002375,亚厦股份,浙江亚厦装饰股份有限公司,"ZHEJIANG YASHA DECORATION CO.,LTD.",浙江省上虞市章镇工业新区,2375,亚厦股份,2010/3/23,"890,725,784","681,187,936",,,,0,0,华东,浙江,绍兴市,E 建筑业,www.yashazs.com
002376,新北洋,山东新北洋信息技术股份有限公司,"Shandong New Beiyang Information Technology Co.,Ltd.",山东省威海市火炬高技术产业开发区火炬路169号,2376,新北洋,2010/3/23,"600,000,000","488,091,806",,,,0,0,华东,山东,威海市,C 制造业,www.newbeiyang.com.cn
002377,国创高新,湖北国创高新材料股份有限公司,"Hubei Guochuang Hi-Tech Material Co.,Ltd",湖北省武汉市东湖开发区华光大道18号,2377,国创高新,2010/3/23,"438,260,000","428,000,000",,,,0,0,华中,湖北,武汉市,C 制造业,www.guochuang.com.cn
002378,章源钨业,崇义章源钨业股份有限公司,"Chongyi Zhangyuan Tungsten Co., Ltd.",江西省赣州市崇义县城塔下,2378,章源钨业,2010/3/31,"428,213,646","428,213,646",,,,0,0,华东,江西,赣州市,C 制造业,www.zy-tungsten.com
002379,鲁丰环保,鲁丰环保科技股份有限公司,"Loften Environmental Technology Co.,Ltd",山东省博兴县滨博大街1568号,2379,鲁丰环保,2010/3/31,"926,400,000","668,632,500",,,,0,0,华东,山东,滨州市,C 制造业,www.loften.com.cn
002380,科远股份,南京科远自动化集团股份有限公司,"Nanjing Keyuan Automatic Corporation Co.,Ltd",江苏省南京市江宁区秣陵街道清水亭东路1266号,2380,科远股份,2010/3/31,"102,000,000","50,563,697",,,,0,0,华东,江苏,南京市,C 制造业,www.sciyon.com
002381,双箭股份,浙江双箭橡胶股份有限公司,"ZHEJIANG DOUBLE ARROW RUBBER CO., LTD.",浙江省桐乡市洲泉镇晚村,2381,双箭股份,2010/4/2,"234,000,000","144,411,600",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.doublearrow.net
002382,蓝帆医疗,蓝帆医疗股份有限公司,"BLUE SAIL MEDICAL CO.,LTD.",山东省淄博市齐鲁化学工业区清田路21号,2382,蓝帆医疗,2010/4/2,"240,000,000","238,971,957",,,,0,0,华东,山东,淄博市,C 制造业,www.bluesail.cn
002383,合众思壮,北京合众思壮科技股份有限公司,"Beijing UniStrong Science&Technology Co.,Ltd.",北京市海淀区知春路118号知春大厦1501室,2383,合众思壮,2010/4/2,"187,200,000","109,615,743",,,,0,0,华北,北京,北京市,C 制造业,www.unistrong.com
002384,东山精密,苏州东山精密制造股份有限公司,"Suzhou Dongshan Precision manufacturing Co., Ltd",江苏省苏州市吴中区东山上湾村,2384,东山精密,2010/4/9,"768,000,000","452,734,414",,,,0,0,华东,江苏,苏州市,C 制造业,www.sz-dsbj.com
002385,大北农,北京大北农科技集团股份有限公司,"Beijing DBN Technology Group Co.,Ltd",北京市海淀区中关村大街27号中关村大厦14层,2385,大北农,2010/4/9,"1,641,191,377","941,868,099",,,,0,0,华北,北京,北京市,C 制造业,www.dbn.com.cn
002386,天原集团,宜宾天原集团股份有限公司,"YIBIN TIANYUAN GROUP CO., LTD.",四川省宜宾市下江北,2386,天原集团,2010/4/9,"479,771,290","479,751,670",,,,0,0,西南,四川,宜宾市,C 制造业,www.ybty.com
002387,黑牛食品,黑牛食品股份有限公司,"BLACKCOW FOOD CO.,LTD.",广东省汕头市潮汕路金园工业城内9A5A6,2387,黑牛食品,2010/4/13,"312,972,972","181,554,311",,,,0,0,华南,广东,汕头市,C 制造业,www.blackcow.cn
002388,新亚制程,深圳市新亚电子制程股份有限公司,"Shenzhen Sunyes Electronic Manufacturing Holding Co.,Ltd",广东省深圳市福田区益田路6003号荣超商务中心A座9楼,2388,新亚制程,2010/4/13,"199,800,000","182,250,000",,,,0,0,华南,广东,深圳市,C 制造业,www.sunyes.cn
002389,南洋科技,浙江南洋科技股份有限公司,"Zhejiang Nanyang Technology Co., Ltd.",浙江省台州市开发区开发大道388号,2389,南洋科技,2010/4/13,"501,279,636","303,994,636",,,,0,0,华东,浙江,台州市,C 制造业,www.nykj.cc
002390,信邦制药,贵州信邦制药股份有限公司,"Guizhou Xinbang Pharmaceutical Co.,Ltd.",贵州省罗甸县龙坪镇解放路96号,2390,信邦制药,2010/4/16,"500,454,532","227,749,904",,,,0,0,西南,贵州,贵阳市,C 制造业,www.xinbang.com
002391,长青股份,江苏长青农化股份有限公司,"JIANGSU CHANGQING AGROCHEMICAL CO.,LTD",江苏省江都市浦头镇江灵路1号,2391,长青股份,2010/4/16,"315,305,400","154,829,880",,,,0,0,华东,江苏,扬州市,C 制造业,www.jscq.com
002392,北京利尔,北京利尔高温材料股份有限公司,"BEIJING LIER HIGH-TEMPERATURE MATERIALS CO., LTD.",北京市昌平区小汤山镇小汤山工业园4号楼,2392,北京利尔,2010/4/23,"599,279,717","239,010,973",,,,0,0,华北,北京,北京市,C 制造业,www.bjlirr.com
002393,力生制药,天津力生制药股份有限公司,"TIANJIN LISHENG PHARMACEUTICAL CO.,LTD",天津市西青经济技术开发区赛达北一道16号,2393,力生制药,2010/4/23,"182,454,992","181,658,214",,,,0,0,华北,天津,天津市,C 制造业,www.lishengpharma.com
002394,联发股份,江苏联发纺织股份有限公司,Jiangsu lianfa textile Co.Ltd.,江苏省南通市海安县城东镇恒联路88号,2394,联发股份,2010/4/23,"323,700,000","323,700,000",,,,0,0,华东,江苏,南通市,C 制造业,www.lianfa.cn
